#        \hbar \omega(eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.240000000000000E+00  0.233141469120302E+00  0.116575953703797E-02  0.428913398444118E+01  0.214466300948628E-01
     0.250000000000000E+00  0.233118022996321E+00  0.121501957508766E-02  0.428955609078904E+01  0.223573216337178E-01
     0.260000000000000E+00  0.233093614797825E+00  0.126436590167433E-02  0.428999558344425E+01  0.232701532332622E-01
     0.270000000000000E+00  0.233068243949663E+00  0.131380241779674E-02  0.429045248058318E+01  0.241852203754091E-01
     0.280000000000000E+00  0.233041909861702E+00  0.136333307995731E-02  0.429092680094115E+01  0.251026197599828E-01
     0.290000000000000E+00  0.233014611929885E+00  0.141296190280975E-02  0.429141856379087E+01  0.260224493624101E-01
     0.300000000000000E+00  0.232986349537333E+00  0.146269296186654E-02  0.429192778891979E+01  0.269448084926815E-01
     0.310000000000000E+00  0.232957122055558E+00  0.151253039626875E-02  0.429245449660529E+01  0.278697978556226E-01
     0.320000000000000E+00  0.232926928845722E+00  0.156247841162081E-02  0.429299870758873E+01  0.287975196125402E-01
     0.330000000000000E+00  0.232895769260013E+00  0.161254128289250E-02  0.429356044304729E+01  0.297280774442849E-01
     0.340000000000000E+00  0.232863642643105E+00  0.166272335739086E-02  0.429413972456381E+01  0.306615766157844E-01
     0.350000000000000E+00  0.232830548333707E+00  0.171302905780427E-02  0.429473657409491E+01  0.315981240421031E-01
     0.360000000000000E+00  0.232796485666244E+00  0.176346288532136E-02  0.429535101393638E+01  0.325378283560688E-01
     0.370000000000000E+00  0.232761453972621E+00  0.181402942282693E-02  0.429598306668664E+01  0.334807999775277E-01
     0.380000000000000E+00  0.232725452584127E+00  0.186473333817747E-02  0.429663275520749E+01  0.344271511842671E-01
     0.390000000000000E+00  0.232688480833455E+00  0.191557938755841E-02  0.429730010258226E+01  0.353769961846589E-01
     0.400000000000000E+00  0.232650538056863E+00  0.196657241892540E-02  0.429798513207101E+01  0.363304511920640E-01
     0.410000000000000E+00  0.232611623596480E+00  0.201771737553197E-02  0.429868786706284E+01  0.372876345010490E-01
     0.420000000000000E+00  0.232571736802753E+00  0.206901929954517E-02  0.429940833102494E+01  0.382486665654491E-01
     0.430000000000000E+00  0.232530877037076E+00  0.212048333575176E-02  0.430014654744811E+01  0.392136700783195E-01
     0.440000000000000E+00  0.232489043674578E+00  0.217211473535611E-02  0.430090253978879E+01  0.401827700538101E-01
     0.450000000000000E+00  0.232446236107090E+00  0.222391885987191E-02  0.430167633140718E+01  0.411560939109964E-01
     0.460000000000000E+00  0.232402453746324E+00  0.227590118510883E-02  0.430246794550116E+01  0.421337715596893E-01
     0.470000000000000E+00  0.232357696027251E+00  0.232806730525554E-02  0.430327740503584E+01  0.431159354882478E-01
     0.480000000000000E+00  0.232311962411696E+00  0.238042293705979E-02  0.430410473266852E+01  0.441027208534134E-01
     0.490000000000000E+00  0.232265252392172E+00  0.243297392410641E-02  0.430494995066871E+01  0.450942655721720E-01
     0.500000000000000E+00  0.232217565495967E+00  0.248572624119338E-02  0.430581308083263E+01  0.460907104156392E-01
     0.510000000000000E+00  0.232168901289489E+00  0.253868599880582E-02  0.430669414439248E+01  0.470921991049762E-01
     0.520000000000000E+00  0.232119259382905E+00  0.259185944768752E-02  0.430759316191930E+01  0.480988784092982E-01
     0.530000000000000E+00  0.232068639435052E+00  0.264525298350873E-02  0.430851015322009E+01  0.491108982455717E-01
     0.540000000000000E+00  0.232017041158717E+00  0.269887315162865E-02  0.430944513722735E+01  0.501284117804230E-01
     0.550000000000000E+00  0.231964464326203E+00  0.275272665195041E-02  0.431039813188228E+01  0.511515755338449E-01
     0.560000000000000E+00  0.231910908775273E+00  0.280682034386526E-02  0.431136915401006E+01  0.521805494846944E-01
     0.570000000000000E+00  0.231856374415500E+00  0.286116125128243E-02  0.431235821918669E+01  0.532154971779004E-01
     0.580000000000000E+00  0.231800861234987E+00  0.291575656773959E-02  0.431336534159780E+01  0.542565858332791E-01
     0.590000000000000E+00  0.231744369307538E+00  0.297061366158836E-02  0.431439053388804E+01  0.553039864558143E-01
     0.600000000000000E+00  0.231686898800274E+00  0.302574008124766E-02  0.431543380700093E+01  0.563578739472448E-01
     0.610000000000000E+00  0.231628449981753E+00  0.308114356051689E-02  0.431649517000819E+01  0.574184272187665E-01
     0.620000000000000E+00  0.231569023230582E+00  0.313683202393904E-02  0.431757462992853E+01  0.584858293046423E-01
     0.630000000000000E+00  0.231508619044590E+00  0.319281359220269E-02  0.431867219153459E+01  0.595602674764503E-01
     0.640000000000000E+00  0.231447238050571E+00  0.324909658756955E-02  0.431978785714785E+01  0.606419333576870E-01
     0.650000000000000E+00  0.231384881014649E+00  0.330568953931286E-02  0.432092162642033E+01  0.617310230383813E-01
     0.660000000000000E+00  0.231321548853282E+00  0.336260118914916E-02  0.432207349610278E+01  0.628277371893408E-01
     0.670000000000000E+00  0.231257242644966E+00  0.341984049664399E-02  0.432324345979810E+01  0.639322811755864E-01
     0.680000000000000E+00  0.231191963642656E+00  0.347741664456910E-02  0.432443150769950E+01  0.650448651684826E-01
     0.690000000000001E+00  0.231125713286953E+00  0.353533904418608E-02  0.432563762631250E+01  0.661657042560060E-01
     0.700000000000001E+00  0.231058493220135E+00  0.359361734042762E-02  0.432686179815914E+01  0.672950185504956E-01
     0.710000000000001E+00  0.230990305301006E+00  0.365226141694470E-02  0.432810400146479E+01  0.684330332932158E-01
     0.720000000000001E+00  0.230921151620691E+00  0.371128140098309E-02  0.432936420982514E+01  0.695799789548868E-01
     0.730000000000001E+00  0.230851034519368E+00  0.377068766804929E-02  0.433064239185315E+01  0.707360913313218E-01
     0.740000000000001E+00  0.230779956604013E+00  0.383049084632012E-02  0.433193851080488E+01  0.719016116331618E-01
     0.750000000000001E+00  0.230707920767225E+00  0.389070182074595E-02  0.433325252418236E+01  0.730767865685838E-01
     0.760000000000001E+00  0.230634930207154E+00  0.395133173679082E-02  0.433458438331333E+01  0.742618684177640E-01
     0.770000000000001E+00  0.230560988448621E+00  0.401239200374728E-02  0.433593403290570E+01  0.754571150976976E-01
     0.780000000000001E+00  0.230486099365463E+00  0.407389429755600E-02  0.433730141057653E+01  0.766627902158728E-01
     0.790000000000001E+00  0.230410267204197E+00  0.413585056305338E-02  0.433868644635289E+01  0.778791631110692E-01
     0.800000000000001E+00  0.230333496609019E+00  0.419827301556163E-02  0.434008906214499E+01  0.791065088794558E-01
     0.810000000000001E+00  0.230255792648258E+00  0.426117414172702E-02  0.434150917118872E+01  0.803451083838783E-01
     0.820000000000001E+00  0.230177160842272E+00  0.432456669950227E-02  0.434294667745777E+01  0.815952482441026E-01
     0.830000000000001E+00  0.230097607192944E+00  0.438846371715809E-02  0.434440147504257E+01  0.828572208054542E-01
     0.840000000000001E+00  0.230017138214752E+00  0.445287849119797E-02  0.434587344749621E+01  0.841313240831512E-01
     0.850000000000001E+00  0.229935760967524E+00  0.451782458303717E-02  0.434736246714517E+01  0.854178616792697E-01
     0.860000000000001E+00  0.229853483090934E+00  0.458331581429392E-02  0.434886839436397E+01  0.867171426690361E-01
     0.870000000000001E+00  0.229770312840771E+00  0.464936626052607E-02  0.435039107681291E+01  0.880294814528298E-01
     0.880000000000001E+00  0.229686259127060E+00  0.471599024323086E-02  0.435193034863754E+01  0.893551975699229E-01
     0.890000000000001E+00  0.229601331554065E+00  0.478320231990896E-02  0.435348602962920E+01  0.906946154696418E-01
     0.900000000000001E+00  0.229515540462229E+00  0.485101727197580E-02  0.435505792434581E+01  0.920480642352551E-01
     0.910000000000001E+00  0.229428896972058E+00  0.491945009028415E-02  0.435664582119285E+01  0.934158772554854E-01
     0.920000000000001E+00  0.229341413030004E+00  0.498851595800208E-02  0.435824949146345E+01  0.947983918380917E-01
     0.930000000000001E+00  0.229253101456333E+00  0.505823023056858E-02  0.435986868833837E+01  0.961959487595552E-01
     0.940000000000001E+00  0.229163975994983E+00  0.512860841242665E-02  0.436150314584589E+01  0.976088917443998E-01
     0.950000000000001E+00  0.229074051365385E+00  0.519966613021053E-02  0.436315257778243E+01  0.990375668671841E-01
     0.960000000000001E+00  0.228983343316204E+00  0.527141910203848E-02  0.436481667659515E+01  0.100482321869704E+00
     0.970000000000001E+00  0.228891868680938E+00  0.534388310253768E-02  0.436649511222848E+01  0.101943505385407E+00
     0.980000000000002E+00  0.228799645435275E+00  0.541707392320144E-02  0.436818753093665E+01  0.103421466062475E+00
     0.990000000000002E+00  0.228706692756088E+00  0.549100732765232E-02  0.436989355406565E+01  0.104916551576501E+00
     0.100000000000000E+01  0.228613031081876E+00  0.556569900135862E-02  0.437161277680891E+01  0.106429107523175E+00
     0.101000000000000E+01  0.228518682174491E+00  0.564116449532457E-02  0.437334476694088E+01  0.107959476180781E+00
     0.102000000000000E+01  0.228423669181849E+00  0.571741916324928E-02  0.437508906353525E+01  0.109507995131909E+00
     0.103000000000000E+01  0.228328016701344E+00  0.579447809162548E-02  0.437684517567490E+01  0.111074995733257E+00
     0.104000000000000E+01  0.228231750843568E+00  0.587235602222552E-02  0.437861258116210E+01  0.112660801421987E+00
     0.105000000000000E+01  0.228134899295924E+00  0.595106726640366E-02  0.438039072523918E+01  0.114265725846772E+00
     0.106000000000000E+01  0.228037491385590E+00  0.603062561062683E-02  0.438217901933162E+01  0.115890070811412E+00
     0.107000000000000E+01  0.227939558141229E+00  0.611104421263524E-02  0.438397683982736E+01  0.117534124018766E+00
     0.108000000000000E+01  0.227841132352753E+00  0.619233548762936E-02  0.438578352690817E+01  0.119198156602760E+00
     0.109000000000000E+01  0.227742248628344E+00  0.627451098388206E-02  0.438759838345098E+01  0.120882420436416E+00
     0.110000000000000E+01  0.227642943447780E+00  0.635758124718721E-02  0.438942067402023E+01  0.122587145204298E+00
     0.111000000000000E+01  0.227543255211066E+00  0.644155567357866E-02  0.439124962397396E+01  0.124312535228397E+00
     0.112000000000000E+01  0.227443224281159E+00  0.652644234979109E-02  0.439308441871021E+01  0.126058766037519E+00
     0.113000000000000E+01  0.227342893019494E+00  0.661224788098572E-02  0.439492420308249E+01  0.127825980671554E+00
     0.114000000000000E+01  0.227242305812809E+00  0.669897720533587E-02  0.439676808101725E+01  0.129614285713794E+00
     0.115000000000000E+01  0.227141509089694E+00  0.678663339515885E-02  0.439861511536778E+01  0.131423747046682E+00
     0.116000000000000E+01  0.227040551325004E+00  0.687521744439805E-02  0.440046432804540E+01  0.133254385329257E+00
     0.117000000000000E+01  0.226939483030250E+00  0.696472804240243E-02  0.440231470046836E+01  0.135106171197832E+00
     0.118000000000000E+01  0.226838356727757E+00  0.705516133412694E-02  0.440416517437628E+01  0.136979020195688E+00
     0.119000000000000E+01  0.226737226906389E+00  0.714651066708514E-02  0.440601465305751E+01  0.138872787442218E+00
     0.120000000000000E+01  0.226636149956296E+00  0.723876632563373E-02  0.440786200304312E+01  0.140787262057805E+00
     0.121000000000000E+01  0.226535184080136E+00  0.733191525345419E-02  0.440970605632144E+01  0.142722161367019E+00
     0.122000000000000E+01  0.226434389178045E+00  0.742594076542896E-02  0.441154561313056E+01  0.144677124910282E+00
     0.123000000000000E+01  0.226333826703479E+00  0.752082225048317E-02  0.441337944538793E+01  0.146651708302462E+00
     0.124000000000000E+01  0.226233559487067E+00  0.761653486738697E-02  0.441520630081592E+01  0.148645376986139E+00
     0.125000000000000E+01  0.226133651525535E+00  0.771304923598084E-02  0.441702490782280E+01  0.150657499937571E+00
     0.126000000000000E+01  0.226034167732816E+00  0.781033112680115E-02  0.441883398119641E+01  0.152687343394475E+00
     0.127000000000000E+01  0.225935173650523E+00  0.790834115263953E-02  0.442063222866499E+01  0.154734064686678E+00
     0.128000000000000E+01  0.225836735115182E+00  0.800703446616365E-02  0.442241835837463E+01  0.156796706263223E+00
     0.129000000000000E+01  0.225738917879889E+00  0.810636046835024E-02  0.442419108732484E+01  0.158874190022476E+00
     0.130000000000000E+01  0.225641787188353E+00  0.820626253312365E-02  0.442594915079638E+01  0.160965312065059E+00
     0.131000000000000E+01  0.225545407299899E+00  0.830667775424089E-02  0.442769131279080E+01  0.163068738002281E+00
     0.132000000000000E+01  0.225449840964510E+00  0.840753672109939E-02  0.442941637748903E+01  0.165182998965346E+00
     0.133000000000000E+01  0.225355148847850E+00  0.850876333074504E-02  0.443112320171610E+01  0.167306488471808E+00
     0.134000000000000E+01  0.225261388907009E+00  0.861027464390197E-02  0.443281070838078E+01  0.169437460315688E+00
     0.135000000000000E+01  0.225168615718886E+00  0.871198079330032E-02  0.443447790083249E+01  0.171574027654899E+00
     0.136000000000000E+01  0.225076879764262E+00  0.881378495291360E-02  0.443612387805281E+01  0.173714163474248E+00
     0.137000000000000E+01  0.224986226671969E+00  0.891558337689914E-02  0.443774785056892E+01  0.175855702603023E+00
     0.138000000000000E+01  0.224896696429110E+00  0.901726551702177E-02  0.443934915694333E+01  0.177996345462295E+00
     0.139000000000000E+01  0.224808322564764E+00  0.911871422709995E-02  0.444092728066306E+01  0.180133663708257E+00
     0.140000000000000E+01  0.224721131316410E+00  0.921980606250569E-02  0.444248186721410E+01  0.182265107922769E+00
     0.141000000000000E+01  0.224635140789865E+00  0.932041168193993E-02  0.444401274109514E+01  0.184388017480931E+00
     0.142000000000000E+01  0.224550360125307E+00  0.942039635756984E-02  0.444551992249043E+01  0.186499632696929E+00
     0.143000000000000E+01  0.224466788683535E+00  0.951962059812806E-02  0.444700364329065E+01  0.188597109313595E+00
     0.144000000000000E+01  0.224384415267982E+00  0.961794088773330E-02  0.444846436212692E+01  0.190677535358357E+00
     0.145000000000000E+01  0.224303217399384E+00  0.971521054099627E-02  0.444990277805959E+01  0.192737950338165E+00
     0.146000000000000E+01  0.224223160660765E+00  0.981128067245050E-02  0.445131984255350E+01  0.194775366690220E+00
     0.147000000000000E+01  0.224144198131003E+00  0.990600127553020E-02  0.445271676936650E+01  0.196786793344254E+00
     0.148000000000000E+01  0.224066269925304E+00  0.999922240326836E-02  0.445409504198537E+01  0.198769261187567E+00
     0.149000000000000E+01  0.223989302860445E+00  0.100907954396874E-01  0.445545641826099E+01  0.200719850157870E+00
     0.150000000000000E+01  0.223913210261487E+00  0.101805744476004E-01  0.445680293192881E+01  0.202635717623799E+00
     0.151000000000000E+01  0.223837891925126E+00  0.102684175753483E-01  0.445813689074156E+01  0.204514127650523E+00
     0.152000000000000E+01  0.223763234252351E+00  0.103541885020017E-01  0.445946087100130E+01  0.206352480692047E+00
     0.153000000000000E+01  0.223689110560222E+00  0.104377578978857E-01  0.446077770834601E+01  0.208148343204512E+00
     0.154000000000000E+01  0.223615381578990E+00  0.105190048750871E-01  0.446209048472587E+01  0.209899476639227E+00
     0.155000000000000E+01  0.223541896136755E+00  0.105978184010049E-01  0.446340251159321E+01  0.211603865252694E+00
     0.156000000000000E+01  0.223468492029427E+00  0.106740986471276E-01  0.446471730942401E+01  0.213259742165595E+00
     0.157000000000000E+01  0.223394997069120E+00  0.107477582451517E-01  0.446603858378418E+01  0.214865613114785E+00
     0.158000000000000E+01  0.223321230299295E+00  0.108187234233695E-01  0.446737019825132E+01  0.216420277373140E+00
     0.159000000000000E+01  0.223247003360404E+00  0.108869349979659E-01  0.446871614459005E+01  0.217922845360537E+00
     0.160000000000000E+01  0.223172121985411E+00  0.109523491964624E-01  0.447008051066189E+01  0.219372752535240E+00
     0.161000000000000E+01  0.223096387600692E+00  0.110149382939720E-01  0.447146744661856E+01  0.220769769236080E+00
     0.162000000000000E+01  0.223019599004655E+00  0.110746910470751E-01  0.447288112998018E+01  0.222114006239375E+00
     0.163000000000000E+01  0.222941554093942E+00  0.111316129148558E-01  0.447432573023607E+01  0.223405915897491E+00
     0.164000000000000E+01  0.222862051605701E+00  0.111857260617686E-01  0.447580537361793E+01  0.224646288833685E+00
     0.165000000000000E+01  0.222780892843791E+00  0.112370691423535E-01  0.447732410869335E+01  0.225836246277149E+00
     0.166000000000000E+01  0.222697883357376E+00  0.112856968731541E-01  0.447888587339858E+01  0.226977228227680E+00
     0.167000000000000E+01  0.222612834541817E+00  0.113316794023290E-01  0.448049446408688E+01  0.228070977737832E+00
     0.168000000000000E+01  0.222525565134200E+00  0.113751014921735E-01  0.448215350710584E+01  0.229119521687688E+00
     0.169000000000000E+01  0.222435902579027E+00  0.114160615339091E-01  0.448386643334193E+01  0.230125148500587E+00
     0.170000000000000E+01  0.222343684243460E+00  0.114546704175233E-01  0.448563645608440E+01  0.231090383305032E+00
     0.171000000000000E+01  0.222248758465876E+00  0.114910502820363E-01  0.448746655246645E+01  0.232017961086902E+00
     0.172000000000000E+01  0.222150985426131E+00  0.115253331732785E-01  0.448935944864601E+01  0.232910798396867E+00
     0.173000000000000E+01  0.222050237830607E+00  0.115576596370724E-01  0.449131760879315E+01  0.233771964180559E+00
     0.174000000000000E+01  0.221946401409895E+00  0.115881772756410E-01  0.449334322785892E+01  0.234604650284763E+00
     0.175000000000000E+01  0.221839375231312E+00  0.116170392941826E-01  0.449543822801660E+01  0.235412142163607E+00
     0.176000000000000E+01  0.221729071832479E+00  0.116444030629515E-01  0.449760425859266E+01  0.236197790266619E+00
     0.177000000000000E+01  0.221615417185821E+00  0.116704287179823E-01  0.449984269923994E+01  0.236964982538104E+00
     0.178000000000000E+01  0.221498350506683E+00  0.116952778209247E-01  0.450215466605680E+01  0.237717118397764E+00
     0.179000000000000E+01  0.221377823920189E+00  0.117191120954552E-01  0.450454102031759E+01  0.238457584508146E+00
     0.180000000000000E+01  0.221253802003639E+00  0.117420922545424E-01  0.450700237945489E+01  0.239189732568443E+00
     0.181000000000000E+01  0.221126261222262E+00  0.117643769295848E-01  0.450953912992284E+01  0.239916859308718E+00
     0.182000000000000E+01  0.220995189276692E+00  0.117861217092426E-01  0.451215144156825E+01  0.240642188795675E+00
     0.183000000000000E+01  0.220860584380405E+00  0.118074782927339E-01  0.451483928314592E+01  0.241368857102677E+00
     0.184000000000000E+01  0.220722454484858E+00  0.118285937595526E-01  0.451760243863108E+01  0.242099899343940E+00
     0.185000000000000E+01  0.220580816469148E+00  0.118496099550383E-01  0.452044052400554E+01  0.242838239026586E+00
     0.186000000000000E+01  0.220435695309793E+00  0.118706629890377E-01  0.452335300422251E+01  0.243586679635144E+00
     0.187000000000000E+01  0.220287123244769E+00  0.118918828430572E-01  0.452633921008715E+01  0.244347898331233E+00
     0.188000000000000E+01  0.220135138944348E+00  0.119133930798180E-01  0.452939835482378E+01  0.245124441626461E+00
     0.189000000000000E+01  0.219979786699620E+00  0.119353106479967E-01  0.453252955013492E+01  0.245918722868634E+00
     0.190000000000000E+01  0.219821115637864E+00  0.119577457741207E-01  0.453573182159138E+01  0.246733021369657E+00
     0.191000000000000E+01  0.219659178972265E+00  0.119808019330836E-01  0.453900412322592E+01  0.247569482997503E+00
     0.192000000000000E+01  0.219494033291932E+00  0.120045758885049E-01  0.454234535123223E+01  0.248430122053204E+00
     0.193000000000000E+01  0.219325737896630E+00  0.120291577941445E-01  0.454575435670106E+01  0.249316824256844E+00
     0.194000000000000E+01  0.219154354179334E+00  0.120546313477669E-01  0.454922995734850E+01  0.250231350672498E+00
     0.195000000000000E+01  0.218979945058472E+00  0.120810739891833E-01  0.455277094821567E+01  0.251175342410973E+00
     0.196000000000000E+01  0.218802574460706E+00  0.121085571346542E-01  0.455637611133609E+01  0.252150325959691E+00
     0.197000000000000E+01  0.218622306854139E+00  0.121371464403823E-01  0.456004422438513E+01  0.253157719001235E+00
     0.198000000000000E+01  0.218439206831144E+00  0.121669020884203E-01  0.456377406833739E+01  0.254198836594639E+00
     0.199000000000000E+01  0.218253338739313E+00  0.121978790889589E-01  0.456756443417000E+01  0.255274897606866E+00
     0.200000000000000E+01  0.218064766358601E+00  0.122301275936021E-01  0.457141412865666E+01  0.256387031294756E+00
     0.201000000000000E+01  0.217873552622369E+00  0.122636932148803E-01  0.457532197930289E+01  0.257536283950550E+00
     0.202000000000000E+01  0.217679759379689E+00  0.122986173478754E-01  0.457928683847895E+01  0.258723625536449E+00
     0.203000000000000E+01  0.217483447196199E+00  0.123349374904192E-01  0.458330758680611E+01  0.259949956244788E+00
     0.204000000000000E+01  0.217284675190645E+00  0.123726875588876E-01  0.458738313585527E+01  0.261216112931333E+00
     0.205000000000000E+01  0.217083500904219E+00  0.124118981971201E-01  0.459151243021534E+01  0.262522875378673E+00
     0.206000000000000E+01  0.216879980199865E+00  0.124525970764638E-01  0.459569444898769E+01  0.263870972355522E+00
     0.207000000000000E+01  0.216674167188754E+00  0.124948091853591E-01  0.459992820676132E+01  0.265261087445485E+00
     0.208000000000000E+01  0.216466114181262E+00  0.125385571072583E-01  0.460421275412034E+01  0.266693864625681E+00
     0.209000000000000E+01  0.216255871659928E+00  0.125838612859944E-01  0.460854717773236E+01  0.268169913581547E+00
     0.210000000000000E+01  0.216043488271957E+00  0.126307402780029E-01  0.461293060006400E+01  0.269689814749318E+00
     0.211000000000000E+01  0.215829010839091E+00  0.126792109910412E-01  0.461736217876451E+01  0.271254124081845E+00
     0.212000000000000E+01  0.215612484382756E+00  0.127292889092559E-01  0.462184110575683E+01  0.272863377537144E+00
     0.213000000000000E+01  0.215393952162623E+00  0.127809883046205E-01  0.462636660607032E+01  0.274518095291871E+00
     0.214000000000000E+01  0.215173455726830E+00  0.128343224349013E-01  0.463093793644779E+01  0.276218785684429E+00
     0.215000000000000E+01  0.214951034972382E+00  0.128893037284259E-01  0.463555438375336E+01  0.277965948893943E+00
     0.216000000000000E+01  0.214726728214289E+00  0.129459439560116E-01  0.464021526320721E+01  0.279760080362984E+00
     0.217000000000000E+01  0.214500572262237E+00  0.130042543904759E-01  0.464491991646906E+01  0.281601673972718E+00
     0.218000000000000E+01  0.214272602503719E+00  0.130642459541980E-01  0.464966770958837E+01  0.283491224979641E+00
     0.219000000000000E+01  0.214042852992671E+00  0.131259293552282E-01  0.465445803083864E+01  0.285429232723572E+00
     0.220000000000000E+01  0.213811356542786E+00  0.131893152124565E-01  0.465929028844909E+01  0.287416203116390E+00
     0.221000000000000E+01  0.213578144824844E+00  0.132544141703554E-01  0.466416390824513E+01  0.289452650920833E+00
     0.222000000000000E+01  0.213343248467422E+00  0.133212370038032E-01  0.466907833120755E+01  0.291539101828363E+00
     0.223000000000000E+01  0.213106697160539E+00  0.133897947134762E-01  0.467403301095746E+01  0.293676094344350E+00
     0.224000000000000E+01  0.212868519761804E+00  0.134600986122801E-01  0.467902741117311E+01  0.295864181488299E+00
     0.225000000000000E+01  0.212628744404757E+00  0.135321604032536E-01  0.468406100294302E+01  0.298103932315896E+00
     0.226000000000000E+01  0.212387398609172E+00  0.136059922493486E-01  0.468913326205787E+01  0.300395933268740E+00
     0.227000000000000E+01  0.212144509393104E+00  0.136816068354503E-01  0.469424366624375E+01  0.302740789356659E+00
     0.228000000000000E+01  0.211900103386608E+00  0.137590174229582E-01  0.469939169233651E+01  0.305139125176330E+00
     0.229000000000000E+01  0.211654206946986E+00  0.138382378972045E-01  0.470457681339809E+01  0.307591585768866E+00
     0.230000000000000E+01  0.211406846275623E+00  0.139192828079381E-01  0.470979849577263E+01  0.310098837317645E+00
     0.231000000000000E+01  0.211158047536302E+00  0.140021674030546E-01  0.471505619608261E+01  0.312661567686679E+00
     0.232000000000000E+01  0.210907836975150E+00  0.140869076557001E-01  0.472034935816126E+01  0.315280486798107E+00
     0.233000000000000E+01  0.210656241042202E+00  0.141735202848230E-01  0.472567740991980E+01  0.317956326846304E+00
     0.234000000000000E+01  0.210403286514675E+00  0.142620227691955E-01  0.473103976014749E+01  0.320689842344676E+00
     0.235000000000000E+01  0.210149000622086E+00  0.143524333548704E-01  0.473643579524052E+01  0.323481809999471E+00
     0.236000000000000E+01  0.209893411173259E+00  0.144447710559798E-01  0.474186487585898E+01  0.326333028403808E+00
     0.237000000000000E+01  0.209636546685394E+00  0.145390556487267E-01  0.474732633350781E+01  0.329244317543152E+00
     0.238000000000000E+01  0.209378436515226E+00  0.146353076583588E-01  0.475281946704201E+01  0.332216518102324E+00
     0.239000000000000E+01  0.209119110992458E+00  0.147335483388534E-01  0.475834353909227E+01  0.335250490561885E+00
     0.240000000000000E+01  0.208858601555453E+00  0.148337996449803E-01  0.476389777241347E+01  0.338347114070794E+00
     0.241000000000000E+01  0.208596940889347E+00  0.149360841963451E-01  0.476948134615330E+01  0.341507285079660E+00
     0.242000000000000E+01  0.208334163066533E+00  0.150404252329518E-01  0.477509339204503E+01  0.344731915717920E+00
     0.243000000000000E+01  0.208070303689563E+00  0.151468465617556E-01  0.478073299052595E+01  0.348021931895953E+00
     0.244000000000000E+01  0.207805400036422E+00  0.152553724936126E-01  0.478639916678634E+01  0.351378271111552E+00
     0.244999999999999E+01  0.207539491208060E+00  0.153660277699632E-01  0.479209088675556E+01  0.354801879938374E+00
     0.245999999999999E+01  0.207272618278054E+00  0.154788374785187E-01  0.479780705303362E+01  0.358293711172080E+00
     0.246999999999999E+01  0.207004824444157E+00  0.155938269571546E-01  0.480354650077950E+01  0.361854720608254E+00
