#       Energy(Ry)            Total                 X                  Y                   Z
      0.85000000E-01      0.78524626E-02      0.38795053E-02      0.38768961E-02      0.96061222E-04
      0.86000000E-01      0.79991535E-02      0.39520715E-02      0.39494300E-02      0.97651956E-04
      0.87000000E-01      0.81476773E-02      0.40255473E-02      0.40228733E-02      0.99256828E-04
      0.88000000E-01      0.82980619E-02      0.40999462E-02      0.40972398E-02      0.10087599E-03
      0.89000000E-01      0.84503353E-02      0.41752823E-02      0.41725435E-02      0.10250960E-03
      0.90000000E-01      0.86045264E-02      0.42515699E-02      0.42487987E-02      0.10415781E-03
      0.91000000E-01      0.87606643E-02      0.43288236E-02      0.43260200E-02      0.10582078E-03
      0.92000000E-01      0.89187789E-02      0.44070582E-02      0.44042221E-02      0.10749868E-03
      0.93000000E-01      0.90789004E-02      0.44862886E-02      0.44834201E-02      0.10919166E-03
      0.94000000E-01      0.92410599E-02      0.45665304E-02      0.45636295E-02      0.11089990E-03
      0.95000000E-01      0.94052887E-02      0.46477992E-02      0.46448659E-02      0.11262355E-03
      0.96000000E-01      0.95716190E-02      0.47301109E-02      0.47271453E-02      0.11436280E-03
      0.97000000E-01      0.97400834E-02      0.48134818E-02      0.48104838E-02      0.11611782E-03
      0.98000000E-01      0.99107153E-02      0.48979285E-02      0.48948981E-02      0.11788878E-03
      0.99000000E-01      0.10083549E-01      0.49834677E-02      0.49804050E-02      0.11967585E-03
      0.10000000E+00      0.10258618E-01      0.50701168E-02      0.50670217E-02      0.12147922E-03
      0.10100000E+00      0.10435958E-01      0.51578933E-02      0.51547658E-02      0.12329907E-03
      0.10200000E+00      0.10615606E-01      0.52468149E-02      0.52436552E-02      0.12513559E-03
      0.10300000E+00      0.10797597E-01      0.53368999E-02      0.53337080E-02      0.12698895E-03
      0.10400000E+00      0.10981969E-01      0.54281670E-02      0.54249428E-02      0.12885937E-03
      0.10500000E+00      0.11168760E-01      0.55206349E-02      0.55173785E-02      0.13074702E-03
      0.10600000E+00      0.11358010E-01      0.56143230E-02      0.56110345E-02      0.13265210E-03
      0.10700000E+00      0.11549756E-01      0.57092509E-02      0.57059303E-02      0.13457481E-03
      0.10800000E+00      0.11744040E-01      0.58054388E-02      0.58020861E-02      0.13651535E-03
      0.10900000E+00      0.11940903E-01      0.59029070E-02      0.58995222E-02      0.13847393E-03
      0.11000000E+00      0.12140387E-01      0.60016763E-02      0.59982596E-02      0.14045075E-03
      0.11100000E+00      0.12342534E-01      0.61017681E-02      0.60983195E-02      0.14244602E-03
      0.11200000E+00      0.12547388E-01      0.62032041E-02      0.61997235E-02      0.14445996E-03
      0.11300000E+00      0.12754993E-01      0.63060063E-02      0.63024939E-02      0.14649278E-03
      0.11400000E+00      0.12965395E-01      0.64101973E-02      0.64066532E-02      0.14854470E-03
      0.11500000E+00      0.13178640E-01      0.65158002E-02      0.65122243E-02      0.15061594E-03
      0.11600000E+00      0.13394776E-01      0.66228383E-02      0.66192308E-02      0.15270673E-03
      0.11700000E+00      0.13613850E-01      0.67313357E-02      0.67276966E-02      0.15481730E-03
      0.11800000E+00      0.13835911E-01      0.68413169E-02      0.68376463E-02      0.15694788E-03
      0.11900000E+00      0.14061010E-01      0.69528066E-02      0.69491046E-02      0.15909870E-03
      0.12000000E+00      0.14289198E-01      0.70658305E-02      0.70620971E-02      0.16127000E-03
      0.12100000E+00      0.14520526E-01      0.71804144E-02      0.71766498E-02      0.16346203E-03
      0.12200000E+00      0.14755049E-01      0.72965850E-02      0.72927891E-02      0.16567503E-03
      0.12300000E+00      0.14992821E-01      0.74143691E-02      0.74105422E-02      0.16790926E-03
      0.12400000E+00      0.15233896E-01      0.75337946E-02      0.75299367E-02      0.17016495E-03
      0.12500000E+00      0.15478333E-01      0.76548895E-02      0.76510007E-02      0.17244238E-03
      0.12600000E+00      0.15726188E-01      0.77776827E-02      0.77737631E-02      0.17474180E-03
      0.12700000E+00      0.15977520E-01      0.79022036E-02      0.78982533E-02      0.17706348E-03
      0.12800000E+00      0.16232391E-01      0.80284821E-02      0.80245013E-02      0.17940768E-03
      0.12900000E+00      0.16490861E-01      0.81565491E-02      0.81525377E-02      0.18177469E-03
      0.13000000E+00      0.16752994E-01      0.82864356E-02      0.82823940E-02      0.18416476E-03
      0.13100000E+00      0.17018854E-01      0.84181738E-02      0.84141020E-02      0.18657820E-03
      0.13200000E+00      0.17288506E-01      0.85517963E-02      0.85476944E-02      0.18901528E-03
      0.13300000E+00      0.17562017E-01      0.86873365E-02      0.86832046E-02      0.19147628E-03
      0.13400000E+00      0.17839457E-01      0.88248285E-02      0.88206668E-02      0.19396152E-03
      0.13500000E+00      0.18120894E-01      0.89643071E-02      0.89601157E-02      0.19647128E-03
      0.13600000E+00      0.18406401E-01      0.91058079E-02      0.91015870E-02      0.19900587E-03
      0.13700000E+00      0.18696050E-01      0.92493672E-02      0.92451170E-02      0.20156559E-03
      0.13800000E+00      0.18989916E-01      0.93950223E-02      0.93907429E-02      0.20415076E-03
      0.13900000E+00      0.19288075E-01      0.95428111E-02      0.95385027E-02      0.20676170E-03
      0.14000000E+00      0.19590606E-01      0.96927725E-02      0.96884353E-02      0.20939873E-03
      0.14100000E+00      0.19897589E-01      0.98449462E-02      0.98405803E-02      0.21206218E-03
      0.14200000E+00      0.20209103E-01      0.99993728E-02      0.99949783E-02      0.21475237E-03
      0.14300000E+00      0.20525234E-01      0.10156094E-01      0.10151671E-01      0.21746965E-03
      0.14400000E+00      0.20846066E-01      0.10315151E-01      0.10310701E-01      0.22021436E-03
      0.14500000E+00      0.21171687E-01      0.10476589E-01      0.10472111E-01      0.22298685E-03
      0.14600000E+00      0.21502185E-01      0.10640452E-01      0.10635945E-01      0.22578748E-03
      0.14700000E+00      0.21837651E-01      0.10806784E-01      0.10802251E-01      0.22861660E-03
      0.14800000E+00      0.22178180E-01      0.10975633E-01      0.10971072E-01      0.23147458E-03
      0.14900000E+00      0.22523866E-01      0.11147046E-01      0.11142458E-01      0.23436179E-03
      0.15000000E+00      0.22874807E-01      0.11321071E-01      0.11316457E-01      0.23727861E-03
      0.15100000E+00      0.23231102E-01      0.11497759E-01      0.11493118E-01      0.24022542E-03
      0.15200000E+00      0.23592855E-01      0.11677160E-01      0.11672492E-01      0.24320261E-03
      0.15300000E+00      0.23960169E-01      0.11859326E-01      0.11854632E-01      0.24621059E-03
      0.15400000E+00      0.24333151E-01      0.12044310E-01      0.12039591E-01      0.24924974E-03
      0.15500000E+00      0.24711912E-01      0.12232168E-01      0.12227423E-01      0.25232049E-03
      0.15600000E+00      0.25096563E-01      0.12422955E-01      0.12418185E-01      0.25542324E-03
      0.15700000E+00      0.25487219E-01      0.12616728E-01      0.12611933E-01      0.25855842E-03
      0.15800000E+00      0.25883998E-01      0.12813545E-01      0.12808726E-01      0.26172646E-03
      0.15900000E+00      0.26287020E-01      0.13013468E-01      0.13008624E-01      0.26492780E-03
      0.16000000E+00      0.26696408E-01      0.13216556E-01      0.13211689E-01      0.26816289E-03
      0.16100000E+00      0.27112289E-01      0.13422874E-01      0.13417983E-01      0.27143216E-03
      0.16200000E+00      0.27534792E-01      0.13632485E-01      0.13627571E-01      0.27473609E-03
      0.16300000E+00      0.27964050E-01      0.13845456E-01      0.13840519E-01      0.27807514E-03
      0.16400000E+00      0.28400198E-01      0.14061854E-01      0.14056894E-01      0.28144979E-03
      0.16500000E+00      0.28843376E-01      0.14281748E-01      0.14276767E-01      0.28486051E-03
      0.16600000E+00      0.29293726E-01      0.14505211E-01      0.14500207E-01      0.28830781E-03
      0.16700000E+00      0.29751394E-01      0.14732313E-01      0.14727289E-01      0.29179217E-03
      0.16800000E+00      0.30216530E-01      0.14963131E-01      0.14958085E-01      0.29531412E-03
      0.16900000E+00      0.30689289E-01      0.15197740E-01      0.15192674E-01      0.29887416E-03
      0.17000000E+00      0.31169826E-01      0.15436220E-01      0.15431134E-01      0.30247282E-03
      0.17100000E+00      0.31658305E-01      0.15678650E-01      0.15673544E-01      0.30611064E-03
      0.17200000E+00      0.32154890E-01      0.15925113E-01      0.15919988E-01      0.30978816E-03
      0.17300000E+00      0.32659751E-01      0.16175694E-01      0.16170551E-01      0.31350595E-03
      0.17400000E+00      0.33173062E-01      0.16430480E-01      0.16425318E-01      0.31726455E-03
      0.17500000E+00      0.33695003E-01      0.16689559E-01      0.16684379E-01      0.32106454E-03
      0.17600000E+00      0.34225756E-01      0.16953023E-01      0.16947826E-01      0.32490652E-03
      0.17700000E+00      0.34765510E-01      0.17220966E-01      0.17215753E-01      0.32879107E-03
      0.17800000E+00      0.35314458E-01      0.17493484E-01      0.17488255E-01      0.33271879E-03
      0.17900000E+00      0.35872798E-01      0.17770677E-01      0.17765431E-01      0.33669031E-03
      0.18000000E+00      0.36440734E-01      0.18052644E-01      0.18047384E-01      0.34070625E-03
      0.18100000E+00      0.37018474E-01      0.18339491E-01      0.18334216E-01      0.34476726E-03
      0.18200000E+00      0.37606234E-01      0.18631324E-01      0.18626036E-01      0.34887397E-03
      0.18300000E+00      0.38204233E-01      0.18928254E-01      0.18922952E-01      0.35302705E-03
      0.18400000E+00      0.38812698E-01      0.19230392E-01      0.19225078E-01      0.35722717E-03
      0.18500000E+00      0.39431861E-01      0.19537856E-01      0.19532530E-01      0.36147503E-03
      0.18600000E+00      0.40061961E-01      0.19850763E-01      0.19845426E-01      0.36577132E-03
      0.18700000E+00      0.40703244E-01      0.20169237E-01      0.20163890E-01      0.37011675E-03
      0.18800000E+00      0.41355961E-01      0.20493403E-01      0.20488046E-01      0.37451204E-03
      0.18900000E+00      0.42020372E-01      0.20823390E-01      0.20818024E-01      0.37895794E-03
      0.19000000E+00      0.42696743E-01      0.21159331E-01      0.21153957E-01      0.38345519E-03
      0.19100000E+00      0.43385348E-01      0.21501363E-01      0.21495981E-01      0.38800457E-03
      0.19200000E+00      0.44086470E-01      0.21849626E-01      0.21844237E-01      0.39260685E-03
      0.19300000E+00      0.44800396E-01      0.22204264E-01      0.22198869E-01      0.39726282E-03
      0.19400000E+00      0.45527426E-01      0.22565426E-01      0.22560027E-01      0.40197331E-03
      0.19500000E+00      0.46267866E-01      0.22933265E-01      0.22927862E-01      0.40673913E-03
      0.19600000E+00      0.47022031E-01      0.23307939E-01      0.23302532E-01      0.41156113E-03
      0.19700000E+00      0.47790246E-01      0.23689608E-01      0.23684198E-01      0.41644016E-03
      0.19800000E+00      0.48572844E-01      0.24078439E-01      0.24073028E-01      0.42137711E-03
      0.19900000E+00      0.49370170E-01      0.24474604E-01      0.24469193E-01      0.42637285E-03
      0.20000000E+00      0.50182577E-01      0.24878280E-01      0.24872869E-01      0.43142830E-03
      0.20100000E+00      0.51010430E-01      0.25289647E-01      0.25284239E-01      0.43654439E-03
      0.20200000E+00      0.51854104E-01      0.25708894E-01      0.25703488E-01      0.44172206E-03
      0.20300000E+00      0.52713985E-01      0.26136213E-01      0.26130811E-01      0.44696227E-03
      0.20400000E+00      0.53590472E-01      0.26571802E-01      0.26566405E-01      0.45226601E-03
      0.20500000E+00      0.54483975E-01      0.27015866E-01      0.27010475E-01      0.45763428E-03
      0.20600000E+00      0.55394917E-01      0.27468617E-01      0.27463233E-01      0.46306810E-03
      0.20700000E+00      0.56323734E-01      0.27930271E-01      0.27924895E-01      0.46856852E-03
      0.20800000E+00      0.57270875E-01      0.28401052E-01      0.28395686E-01      0.47413659E-03
      0.20900000E+00      0.58236803E-01      0.28881192E-01      0.28875838E-01      0.47977340E-03
      0.21000000E+00      0.59221996E-01      0.29370929E-01      0.29365587E-01      0.48548007E-03
      0.21100000E+00      0.60226947E-01      0.29870509E-01      0.29865180E-01      0.49125771E-03
      0.21200000E+00      0.61252164E-01      0.30380185E-01      0.30374872E-01      0.49710748E-03
      0.21300000E+00      0.62298172E-01      0.30900219E-01      0.30894922E-01      0.50303057E-03
      0.21400000E+00      0.63365512E-01      0.31430881E-01      0.31425603E-01      0.50902816E-03
      0.21500000E+00      0.64454742E-01      0.31972450E-01      0.31967191E-01      0.51510149E-03
      0.21600000E+00      0.65566441E-01      0.32525214E-01      0.32519976E-01      0.52125181E-03
      0.21700000E+00      0.66701203E-01      0.33089469E-01      0.33084254E-01      0.52748039E-03
      0.21800000E+00      0.67859644E-01      0.33665523E-01      0.33660333E-01      0.53378854E-03
      0.21900000E+00      0.69042400E-01      0.34253693E-01      0.34248529E-01      0.54017759E-03
      0.22000000E+00      0.70250127E-01      0.34854307E-01      0.34849171E-01      0.54664891E-03
      0.22100000E+00      0.71483504E-01      0.35467703E-01      0.35462597E-01      0.55320387E-03
      0.22200000E+00      0.72743232E-01      0.36094232E-01      0.36089157E-01      0.55984391E-03
      0.22300000E+00      0.74030038E-01      0.36734255E-01      0.36729213E-01      0.56657047E-03
      0.22400000E+00      0.75344671E-01      0.37388146E-01      0.37383140E-01      0.57338504E-03
      0.22500000E+00      0.76687907E-01      0.38056293E-01      0.38051325E-01      0.58028912E-03
      0.22600000E+00      0.78060549E-01      0.38739097E-01      0.38734168E-01      0.58728426E-03
      0.22700000E+00      0.79463427E-01      0.39436971E-01      0.39432085E-01      0.59437205E-03
      0.22800000E+00      0.80897402E-01      0.40150345E-01      0.40145503E-01      0.60155410E-03
      0.22900000E+00      0.82363363E-01      0.40879664E-01      0.40874868E-01      0.60883206E-03
      0.23000000E+00      0.83862233E-01      0.41625386E-01      0.41620639E-01      0.61620762E-03
      0.23100000E+00      0.85394964E-01      0.42387989E-01      0.42383294E-01      0.62368250E-03
      0.23200000E+00      0.86962548E-01      0.43167966E-01      0.43163324E-01      0.63125848E-03
      0.23300000E+00      0.88566008E-01      0.43965828E-01      0.43961243E-01      0.63893734E-03
      0.23400000E+00      0.90206407E-01      0.44782106E-01      0.44777581E-01      0.64672095E-03
      0.23500000E+00      0.91884847E-01      0.45617350E-01      0.45612886E-01      0.65461119E-03
      0.23600000E+00      0.93602468E-01      0.46472128E-01      0.46467730E-01      0.66260998E-03
      0.23700000E+00      0.95360457E-01      0.47347034E-01      0.47342704E-01      0.67071931E-03
      0.23800000E+00      0.97160041E-01      0.48242680E-01      0.48238420E-01      0.67894120E-03
      0.23900000E+00      0.99002497E-01      0.49159703E-01      0.49155517E-01      0.68727771E-03
      0.24000000E+00      0.10088915E+00      0.50098764E-01      0.50094656E-01      0.69573096E-03
      0.24100000E+00      0.10282137E+00      0.51060549E-01      0.51056522E-01      0.70430312E-03
      0.24200000E+00      0.10480060E+00      0.52045772E-01      0.52041828E-01      0.71299641E-03
      0.24300000E+00      0.10682830E+00      0.53055172E-01      0.53051317E-01      0.72181309E-03
      0.24400000E+00      0.10890603E+00      0.54089521E-01      0.54085757E-01      0.73075549E-03
      0.24500000E+00      0.11103539E+00      0.55149618E-01      0.55145950E-01      0.73982599E-03
      0.24600000E+00      0.11321805E+00      0.56236296E-01      0.56232727E-01      0.74902703E-03
      0.24700000E+00      0.11545574E+00      0.57350420E-01      0.57346954E-01      0.75836111E-03
      0.24800000E+00      0.11775025E+00      0.58492891E-01      0.58489533E-01      0.76783078E-03
      0.24900000E+00      0.12010349E+00      0.59664647E-01      0.59661401E-01      0.77743866E-03
      0.25000000E+00      0.12251738E+00      0.60866663E-01      0.60863534E-01      0.78718745E-03
      0.25100000E+00      0.12499398E+00      0.62099956E-01      0.62096948E-01      0.79707989E-03
      0.25200000E+00      0.12753541E+00      0.63365586E-01      0.63362704E-01      0.80711880E-03
      0.25300000E+00      0.13014387E+00      0.64664655E-01      0.64661904E-01      0.81730707E-03
      0.25400000E+00      0.13282166E+00      0.65998315E-01      0.65995701E-01      0.82764767E-03
      0.25500000E+00      0.13557120E+00      0.67367766E-01      0.67365292E-01      0.83814364E-03
      0.25600000E+00      0.13839499E+00      0.68774258E-01      0.68771932E-01      0.84879808E-03
      0.25700000E+00      0.14129564E+00      0.70219098E-01      0.70216925E-01      0.85961421E-03
      0.25800000E+00      0.14427588E+00      0.71703651E-01      0.71701637E-01      0.87059529E-03
      0.25900000E+00      0.14733857E+00      0.73229339E-01      0.73227490E-01      0.88174469E-03
      0.26000000E+00      0.15048669E+00      0.74797650E-01      0.74795973E-01      0.89306586E-03
      0.26100000E+00      0.15372334E+00      0.76410139E-01      0.76408640E-01      0.90456234E-03
      0.26200000E+00      0.15705179E+00      0.78068432E-01      0.78067118E-01      0.91623776E-03
      0.26300000E+00      0.16047543E+00      0.79774227E-01      0.79773106E-01      0.92809586E-03
      0.26400000E+00      0.16399783E+00      0.81529304E-01      0.81528383E-01      0.94014046E-03
      0.26500000E+00      0.16762271E+00      0.83335525E-01      0.83334810E-01      0.95237550E-03
      0.26600000E+00      0.17135398E+00      0.85194838E-01      0.85194339E-01      0.96480502E-03
      0.26700000E+00      0.17519573E+00      0.87109285E-01      0.87109010E-01      0.97743315E-03
      0.26800000E+00      0.17915223E+00      0.89081007E-01      0.89080964E-01      0.99026417E-03
      0.26900000E+00      0.18322799E+00      0.91112247E-01      0.91112446E-01      0.10033024E-02
      0.27000000E+00      0.18742772E+00      0.93205358E-01      0.93205808E-01      0.10165525E-02
      0.27100000E+00      0.19175635E+00      0.95362810E-01      0.95363520E-01      0.10300189E-02
      0.27200000E+00      0.19621908E+00      0.97587196E-01      0.97588177E-01      0.10437064E-02
      0.27300000E+00      0.20082136E+00      0.99881238E-01      0.99882500E-01      0.10576200E-02
      0.27400000E+00      0.20556891E+00      0.10224780E+00      0.10224935E+00      0.10717646E-02
      0.27500000E+00      0.21046777E+00      0.10468988E+00      0.10469174E+00      0.10861454E-02
      0.27600000E+00      0.21552426E+00      0.10721066E+00      0.10721283E+00      0.11007678E-02
      0.27700000E+00      0.22074505E+00      0.10981346E+00      0.10981596E+00      0.11156371E-02
      0.27800000E+00      0.22613717E+00      0.11250178E+00      0.11250462E+00      0.11307590E-02
      0.27900000E+00      0.23170799E+00      0.11527933E+00      0.11528252E+00      0.11461393E-02
      0.28000000E+00      0.23746532E+00      0.11814998E+00      0.11815355E+00      0.11617840E-02
      0.28100000E+00      0.24341737E+00      0.12111786E+00      0.12112181E+00      0.11776992E-02
      0.28200000E+00      0.24957282E+00      0.12418729E+00      0.12419164E+00      0.11938912E-02
      0.28300000E+00      0.25594081E+00      0.12736284E+00      0.12736760E+00      0.12103665E-02
      0.28400000E+00      0.26253102E+00      0.13064935E+00      0.13065454E+00      0.12271318E-02
      0.28500000E+00      0.26935368E+00      0.13405192E+00      0.13405756E+00      0.12441940E-02
      0.28600000E+00      0.27641958E+00      0.13757596E+00      0.13758206E+00      0.12615603E-02
      0.28700000E+00      0.28374017E+00      0.14122717E+00      0.14123377E+00      0.12792379E-02
      0.28800000E+00      0.29132757E+00      0.14501162E+00      0.14501872E+00      0.12972344E-02
      0.28900000E+00      0.29919461E+00      0.14893571E+00      0.14894334E+00      0.13155576E-02
      0.29000000E+00      0.30735490E+00      0.15300625E+00      0.15301443E+00      0.13342156E-02
      0.29100000E+00      0.31582289E+00      0.15723046E+00      0.15723921E+00      0.13532166E-02
      0.29200000E+00      0.32461390E+00      0.16161599E+00      0.16162534E+00      0.13725692E-02
      0.29300000E+00      0.33374423E+00      0.16617099E+00      0.16618096E+00      0.13922822E-02
      0.29400000E+00      0.34323120E+00      0.17090411E+00      0.17091473E+00      0.14123647E-02
      0.29500000E+00      0.35309325E+00      0.17582456E+00      0.17583586E+00      0.14328262E-02
      0.29600000E+00      0.36335001E+00      0.18094216E+00      0.18095417E+00      0.14536762E-02
      0.29700000E+00      0.37402239E+00      0.18626736E+00      0.18628010E+00      0.14749250E-02
      0.29800000E+00      0.38513270E+00      0.19181130E+00      0.19182482E+00      0.14965827E-02
      0.29900000E+00      0.39670476E+00      0.19758589E+00      0.19760022E+00      0.15186602E-02
      0.30000000E+00      0.40876402E+00      0.20360384E+00      0.20361901E+00      0.15411684E-02
      0.30100000E+00      0.42133769E+00      0.20987876E+00      0.20989481E+00      0.15641189E-02
      0.30200000E+00      0.43445486E+00      0.21642518E+00      0.21644216E+00      0.15875234E-02
